sheet,invoice,amount_minor,lines,date,customer,country
Year 2009-2010,509185,995,1,2010-05-20 16:51:00,16347,United Kingdom
Year 2009-2010,509186,64174,28,2010-05-20 16:53:00,13659,United Kingdom
Year 2009-2010,509187,94397,51,2010-05-20 17:00:00,15826,United Kingdom
Year 2009-2010,509188,40444,27,2010-05-20 17:04:00,12422,Switzerland
Year 2009-2010,509189,33774,21,2010-05-20 17:07:00,16607,United Kingdom
Year 2009-2010,509191,14158,9,2010-05-20 17:43:00,15660,United Kingdom
Year 2009-2010,509193,27146,5,2010-05-20 17:57:00,14513,United Kingdom
Year 2009-2010,509194,5100,3,2010-05-20 18:00:00,14464,United Kingdom
Year 2009-2010,509195,28275,18,2010-05-20 18:18:00,12712,Germany
Year 2009-2010,509196,94395,46,2010-05-20 18:21:00,14671,United Kingdom
Year 2009-2010,509197,48902,50,2010-05-20 19:29:00,13291,United Kingdom
Year 2009-2010,509198,110975,24,2010-05-21 08:21:00,14156,EIRE
Year 2009-2010,509199,63477,27,2010-05-21 09:06:00,12668,Germany
Year 2009-2010,509200,32023,18,2010-05-21 09:20:00,17738,United Kingdom
Year 2009-2010,509201,5960,4,2010-05-21 09:21:00,17738,United Kingdom
Year 2009-2010,509202,1485,1,2010-05-21 09:22:00,17738,United Kingdom
Year 2009-2010,509203,1470,4,2010-05-21 09:26:00,,United Kingdom
Year 2009-2010,509204,65740,5,2010-05-21 09:27:00,14258,United Kingdom
Year 2009-2010,509205,1555,3,2010-05-21 09:28:00,,United Kingdom
Year 2009-2010,509206,131251,152,2010-05-21 09:29:00,,United Kingdom
Year 2009-2010,509207,179302,165,2010-05-21 09:40:00,,United Kingdom
Year 2009-2010,509208,6415,9,2010-05-21 09:40:00,,United Kingdom
Year 2009-2010,509209,34713,25,2010-05-21 09:47:00,17534,United Kingdom
Year 2009-2010,509210,131863,49,2010-05-21 09:56:00,12647,Germany
Year 2009-2010,509211,21624,1,2010-05-21 10:08:00,17949,United Kingdom
Year 2009-2010,509212,39298,10,2010-05-21 10:12:00,12431,Australia
Year 2009-2010,509213,36023,22,2010-05-21 10:22:00,17146,United Kingdom
Year 2009-2010,509214,0,1,2010-05-21 10:22:00,,United Kingdom
Year 2009-2010,509215,0,1,2010-05-21 10:23:00,,United Kingdom
Year 2009-2010,509216,206266,30,2010-05-21 10:25:00,14439,Greece
Year 2009-2010,509217,20619,11,2010-05-21 10:28:00,14311,United Kingdom
Year 2009-2010,509235,8900,15,2010-05-21 11:01:00,15898,United Kingdom
Year 2009-2010,509273,3760,6,2010-05-21 11:26:00,14744,United Kingdom
Year 2009-2010,509276,4250,1,2010-05-21 11:33:00,16326,United Kingdom
Year 2009-2010,509277,0,1,2010-05-21 11:34:00,,United Kingdom
Year 2009-2010,509278,29627,10,2010-05-21 11:34:00,15393,United Kingdom
Year 2009-2010,509279,26450,2,2010-05-21 11:36:00,16029,United Kingdom
Year 2009-2010,509280,0,1,2010-05-21 11:38:00,,United Kingdom
Year 2009-2010,509282,0,1,2010-05-21 11:40:00,,United Kingdom
Year 2009-2010,509283,0,1,2010-05-21 11:42:00,,United Kingdom
Year 2009-2010,509284,30060,12,2010-05-21 11:45:00,12583,France
Year 2009-2010,509285,0,1,2010-05-21 11:46:00,,United Kingdom
Year 2009-2010,509286,0,1,2010-05-21 11:48:00,,United Kingdom
Year 2009-2010,509288,0,1,2010-05-21 11:51:00,,United Kingdom
Year 2009-2010,509289,0,1,2010-05-21 11:52:00,,United Kingdom
Year 2009-2010,509290,0,1,2010-05-21 11:53:00,,United Kingdom
Year 2009-2010,509291,0,1,2010-05-21 11:53:00,,United Kingdom
Year 2009-2010,509294,18360,1,2010-05-21 11:55:00,15061,United Kingdom
Year 2009-2010,509295,0,1,2010-05-21 11:55:00,,United Kingdom
Year 2009-2010,509296,0,1,2010-05-21 11:56:00,,United Kingdom
Year 2009-2010,509298,0,1,2010-05-21 11:57:00,,United Kingdom
Year 2009-2010,509299,0,1,2010-05-21 11:59:00,,United Kingdom
Year 2009-2010,509300,48821,22,2010-05-21 11:59:00,12355,Bahrain
Year 2009-2010,509301,0,1,2010-05-21 12:00:00,,United Kingdom
Year 2009-2010,509302,0,1,2010-05-21 12:00:00,,United Kingdom
Year 2009-2010,509303,0,1,2010-05-21 12:01:00,,United Kingdom
Year 2009-2010,509304,0,1,2010-05-21 12:01:00,,United Kingdom
Year 2009-2010,509305,0,1,2010-05-21 12:01:00,,United Kingdom
Year 2009-2010,509306,0,1,2010-05-21 12:02:00,,United Kingdom
Year 2009-2010,509307,0,1,2010-05-21 12:03:00,,United Kingdom
Year 2009-2010,509308,0,1,2010-05-21 12:04:00,,United Kingdom
Year 2009-2010,509309,0,1,2010-05-21 12:04:00,,United Kingdom
Year 2009-2010,509310,0,1,2010-05-21 12:06:00,,United Kingdom
Year 2009-2010,509311,61738,29,2010-05-21 12:06:00,13089,United Kingdom
Year 2009-2010,509312,0,1,2010-05-21 12:07:00,,United Kingdom
Year 2009-2010,509313,3060,1,2010-05-21 12:07:00,13089,United Kingdom
Year 2009-2010,509314,0,1,2010-05-21 12:08:00,,United Kingdom
Year 2009-2010,509315,0,1,2010-05-21 12:08:00,,United Kingdom
Year 2009-2010,509316,0,1,2010-05-21 12:09:00,,United Kingdom
Year 2009-2010,509317,0,1,2010-05-21 12:09:00,,United Kingdom
Year 2009-2010,509318,0,1,2010-05-21 12:10:00,,United Kingdom
Year 2009-2010,509319,0,1,2010-05-21 12:10:00,,United Kingdom
Year 2009-2010,509320,0,1,2010-05-21 12:10:00,,United Kingdom
Year 2009-2010,509321,0,1,2010-05-21 12:11:00,,United Kingdom
Year 2009-2010,509322,25525,14,2010-05-21 12:11:00,15260,United Kingdom
Year 2009-2010,509323,0,1,2010-05-21 12:12:00,,United Kingdom
Year 2009-2010,509324,0,1,2010-05-21 12:12:00,,United Kingdom
Year 2009-2010,509325,0,1,2010-05-21 12:12:00,,United Kingdom
Year 2009-2010,509326,0,1,2010-05-21 12:13:00,,United Kingdom
Year 2009-2010,509327,0,1,2010-05-21 12:13:00,,United Kingdom
Year 2009-2010,509328,0,1,2010-05-21 12:14:00,,United Kingdom
Year 2009-2010,509329,0,1,2010-05-21 12:14:00,,United Kingdom
Year 2009-2010,509330,0,1,2010-05-21 12:15:00,,United Kingdom
Year 2009-2010,509331,0,1,2010-05-21 12:15:00,,United Kingdom
Year 2009-2010,509332,0,1,2010-05-21 12:17:00,,United Kingdom
Year 2009-2010,509333,0,1,2010-05-21 12:18:00,,United Kingdom
Year 2009-2010,509334,0,1,2010-05-21 12:21:00,,United Kingdom
Year 2009-2010,509335,0,1,2010-05-21 12:22:00,,United Kingdom
Year 2009-2010,509336,0,1,2010-05-21 12:23:00,,United Kingdom
Year 2009-2010,509337,0,1,2010-05-21 12:23:00,,United Kingdom
Year 2009-2010,509338,0,1,2010-05-21 12:24:00,,United Kingdom
Year 2009-2010,509339,0,1,2010-05-21 12:25:00,,United Kingdom
Year 2009-2010,509340,47015,6,2010-05-21 12:28:00,17675,United Kingdom
Year 2009-2010,509347,154188,161,2010-05-21 13:09:00,,United Kingdom
Year 2009-2010,509348,26783,16,2010-05-21 13:22:00,17646,United Kingdom
Year 2009-2010,509349,3515,6,2010-05-21 13:27:00,,United Kingdom
Year 2009-2010,509350,32145,37,2010-05-21 13:28:00,18011,United Kingdom
Year 2009-2010,509351,57470,9,2010-05-21 13:29:00,14220,United Kingdom
Year 2009-2010,509352,578200,11,2010-05-21 13:33:00,18102,United Kingdom
Year 2009-2010,509354,3760,6,2010-05-21 13:37:00,14744,United Kingdom
Year 2009-2010,509355,15190,9,2010-05-21 13:56:00,13283,United Kingdom
Year 2009-2010,509356,50117,42,2010-05-21 14:01:00,13148,United Kingdom
Year 2009-2010,509373,16445,32,2010-05-21 14:24:00,15861,United Kingdom
Year 2009-2010,509374,30528,14,2010-05-21 14:39:00,14299,United Kingdom
Year 2009-2010,509375,1500,1,2010-05-21 14:40:00,17448,United Kingdom
Year 2009-2010,509378,39818,20,2010-05-21 15:12:00,12389,Australia
Year 2009-2010,509379,18825,7,2010-05-21 15:24:00,15570,United Kingdom
Year 2009-2010,509381,1590,1,2010-05-21 15:34:00,15570,United Kingdom
Year 2009-2010,509383,37114,15,2010-05-21 15:58:00,14867,United Kingdom
Year 2009-2010,509384,390,1,2010-05-21 16:04:00,,United Kingdom
Year 2009-2010,509385,65966,30,2010-05-21 16:37:00,14607,United Kingdom
Year 2009-2010,509386,60005,28,2010-05-21 16:45:00,14409,United Kingdom
Year 2009-2010,509388,58925,27,2010-05-21 17:11:00,14525,United Kingdom
Year 2009-2010,509389,72505,112,2010-05-21 17:19:00,13174,United Kingdom
Year 2009-2010,509390,11488,13,2010-05-21 17:22:00,17898,United Kingdom
Year 2009-2010,509392,35700,29,2010-05-23 10:46:00,16889,United Kingdom
Year 2009-2010,509393,15567,32,2010-05-23 10:52:00,16121,United Kingdom
Year 2009-2010,509394,51670,17,2010-05-23 10:54:00,13647,United Kingdom
Year 2009-2010,509395,30292,17,2010-05-23 10:57:00,17343,United Kingdom
Year 2009-2010,509396,59058,18,2010-05-23 11:02:00,13330,United Kingdom
Year 2009-2010,509397,27797,19,2010-05-23 11:04:00,17150,United Kingdom
Year 2009-2010,509398,63295,22,2010-05-23 11:08:00,12809,Portugal
Year 2009-2010,509399,16932,9,2010-05-23 11:19:00,13019,United Kingdom
Year 2009-2010,509400,61055,54,2010-05-23 11:19:00,16923,United Kingdom
Year 2009-2010,509401,32685,16,2010-05-23 11:24:00,16702,United Kingdom
Year 2009-2010,509402,21361,45,2010-05-23 11:25:00,16782,United Kingdom
Year 2009-2010,509403,46323,20,2010-05-23 11:27:00,17865,United Kingdom
Year 2009-2010,509404,150384,19,2010-05-23 11:34:00,15251,United Kingdom
Year 2009-2010,509405,89616,11,2010-05-23 11:35:00,15251,United Kingdom
Year 2009-2010,509406,7996,21,2010-05-23 11:36:00,16782,United Kingdom
Year 2009-2010,509407,26415,24,2010-05-23 11:45:00,12974,United Kingdom
Year 2009-2010,509408,95743,69,2010-05-23 11:46:00,16290,United Kingdom
Year 2009-2010,509409,36008,17,2010-05-23 11:54:00,18208,United Kingdom
Year 2009-2010,509410,40958,40,2010-05-23 12:07:00,17769,United Kingdom
Year 2009-2010,509411,23556,6,2010-05-23 12:12:00,13089,United Kingdom
Year 2009-2010,509412,34796,21,2010-05-23 12:14:00,15303,United Kingdom
Year 2009-2010,509413,33666,28,2010-05-23 12:28:00,17920,United Kingdom
Year 2009-2010,509415,35110,21,2010-05-23 12:46:00,14010,United Kingdom
Year 2009-2010,509416,76130,112,2010-05-23 12:50:00,14505,United Kingdom
Year 2009-2010,509417,16466,32,2010-05-23 12:56:00,17081,United Kingdom
Year 2009-2010,509418,6045,5,2010-05-23 12:56:00,14505,United Kingdom
Year 2009-2010,509420,9405,3,2010-05-23 13:00:00,14010,United Kingdom
Year 2009-2010,509421,11525,16,2010-05-23 13:01:00,17785,United Kingdom
Year 2009-2010,509422,138197,95,2010-05-23 13:03:00,14249,United Kingdom
Year 2009-2010,509423,930,1,2010-05-23 13:07:00,14249,United Kingdom
Year 2009-2010,509424,16782,31,2010-05-23 13:16:00,17596,United Kingdom
Year 2009-2010,509425,35271,22,2010-05-23 13:34:00,13778,United Kingdom
Year 2009-2010,509426,2520,2,2010-05-23 13:49:00,17278,United Kingdom
Year 2009-2010,509427,6463,6,2010-05-23 14:04:00,13856,United Kingdom
Year 2009-2010,509428,11927,53,2010-05-23 14:04:00,16549,United Kingdom
Year 2009-2010,509429,40610,20,2010-05-23 14:06:00,16612,United Kingdom
Year 2009-2010,509430,36360,23,2010-05-23 14:13:00,13394,United Kingdom
Year 2009-2010,509431,41838,26,2010-05-23 14:25:00,15394,United Kingdom
Year 2009-2010,509432,31188,13,2010-05-23 14:26:00,15394,United Kingdom
Year 2009-2010,509433,29585,16,2010-05-23 14:30:00,12621,Germany
Year 2009-2010,509434,30220,18,2010-05-23 14:45:00,,United Kingdom
Year 2009-2010,509435,26240,29,2010-05-23 14:53:00,15555,United Kingdom
Year 2009-2010,509437,680248,87,2010-05-23 15:21:00,12409,Switzerland
Year 2009-2010,509438,62940,40,2010-05-23 15:25:00,14920,United Kingdom
Year 2009-2010,509439,42240,18,2010-05-23 15:28:00,17863,United Kingdom
Year 2009-2010,509440,84943,37,2010-05-23 15:43:00,12921,United Kingdom
Year 2009-2010,509441,10888,27,2010-05-23 15:52:00,16794,United Kingdom
Year 2009-2010,509442,40693,14,2010-05-23 16:02:00,14560,United Kingdom
Year 2009-2010,509443,20160,6,2010-05-23 16:02:00,14560,United Kingdom
Year 2009-2010,509444,46440,33,2010-05-24 08:34:00,18060,United Kingdom
Year 2009-2010,509445,29981,18,2010-05-24 08:52:00,16875,United Kingdom
Year 2009-2010,509446,33810,9,2010-05-24 09:04:00,,United Kingdom
Year 2009-2010,509447,39432,14,2010-05-24 09:07:00,12632,Germany
Year 2009-2010,509448,9180,6,2010-05-24 09:08:00,16831,United Kingdom
Year 2009-2010,509450,40970,18,2010-05-24 09:30:00,13327,United Kingdom
Year 2009-2010,509451,27925,17,2010-05-24 09:32:00,15306,United Kingdom
Year 2009-2010,509452,33744,16,2010-05-24 09:44:00,17448,United Kingdom
Year 2009-2010,509453,118408,37,2010-05-24 09:49:00,13381,United Kingdom
Year 2009-2010,509454,89374,41,2010-05-24 10:02:00,12921,United Kingdom
Year 2009-2010,509455,16877,13,2010-05-24 10:09:00,17448,United Kingdom
Year 2009-2010,509456,69537,29,2010-05-24 10:30:00,13047,United Kingdom
Year 2009-2010,509457,8925,3,2010-05-24 10:43:00,16974,United Kingdom
Year 2009-2010,509458,9380,6,2010-05-24 10:43:00,14394,United Kingdom
Year 2009-2010,509459,23635,10,2010-05-24 10:44:00,16233,United Kingdom
Year 2009-2010,509460,119542,73,2010-05-24 10:44:00,12759,Netherlands
Year 2009-2010,509461,73472,13,2010-05-24 10:49:00,15311,United Kingdom
Year 2009-2010,509462,10350,6,2010-05-24 10:53:00,16168,United Kingdom
Year 2009-2010,509463,9884,7,2010-05-24 10:54:00,13963,United Kingdom
Year 2009-2010,509464,41955,17,2010-05-24 10:55:00,14824,United Kingdom
Year 2009-2010,509465,29060,21,2010-05-24 10:56:00,13402,United Kingdom
Year 2009-2010,509466,14190,5,2010-05-24 10:57:00,17314,United Kingdom
Year 2009-2010,509467,33785,11,2010-05-24 10:58:00,13418,United Kingdom
Year 2009-2010,509468,24340,6,2010-05-24 11:00:00,13418,United Kingdom
Year 2009-2010,509469,6917,4,2010-05-24 11:03:00,14608,United Kingdom
Year 2009-2010,509470,11531,9,2010-05-24 11:04:00,16185,United Kingdom
Year 2009-2010,509471,15365,30,2010-05-24 11:11:00,17377,United Kingdom
Year 2009-2010,509472,1087718,16,2010-05-24 11:11:00,18052,United Kingdom
Year 2009-2010,509476,56071,48,2010-05-24 11:21:00,17448,United Kingdom
Year 2009-2010,509515,18270,20,2010-05-24 11:39:00,15039,United Kingdom
Year 2009-2010,509518,2881,4,2010-05-24 11:40:00,12835,United Kingdom
Year 2009-2010,509529,25125,40,2010-05-24 11:47:00,14710,United Kingdom
Year 2009-2010,509530,0,1,2010-05-24 11:48:00,,United Kingdom
Year 2009-2010,509531,122412,9,2010-05-24 11:50:00,13082,United Kingdom
Year 2009-2010,509532,3980,1,2010-05-24 11:51:00,13082,United Kingdom
Year 2009-2010,509533,188064,186,2010-05-24 12:01:00,,United Kingdom
Year 2009-2010,509534,7632,1,2010-05-24 12:03:00,16890,United Kingdom
Year 2009-2010,509535,58013,33,2010-05-24 12:07:00,13615,United Kingdom
Year 2009-2010,509536,55042,30,2010-05-24 12:21:00,14911,EIRE
Year 2009-2010,509537,0,1,2010-05-24 12:21:00,,United Kingdom
Year 2009-2010,509538,18468,7,2010-05-24 12:25:00,14745,United Kingdom
Year 2009-2010,509540,16831,7,2010-05-24 12:26:00,13102,United Kingdom
Year 2009-2010,509541,0,1,2010-05-24 12:26:00,,United Kingdom
Year 2009-2010,509542,10850,5,2010-05-24 12:27:00,15086,United Kingdom
Year 2009-2010,509543,0,1,2010-05-24 12:27:00,,United Kingdom
Year 2009-2010,509544,30295,11,2010-05-24 12:28:00,14168,United Kingdom
Year 2009-2010,509545,30480,13,2010-05-24 12:29:00,14847,United Kingdom
Year 2009-2010,509546,0,1,2010-05-24 12:35:00,,United Kingdom
Year 2009-2010,509547,0,1,2010-05-24 12:35:00,,United Kingdom
Year 2009-2010,509548,30112,21,2010-05-24 12:36:00,16700,United Kingdom
Year 2009-2010,509564,10455,10,2010-05-24 12:59:00,17293,United Kingdom
Year 2009-2010,509565,42036,25,2010-05-24 12:59:00,16229,United Kingdom
Year 2009-2010,509566,14033,10,2010-05-24 13:00:00,15183,United Kingdom
Year 2009-2010,509567,64082,46,2010-05-24 13:07:00,17448,United Kingdom
Year 2009-2010,509568,30250,22,2010-05-24 13:16:00,12909,United Kingdom
Year 2009-2010,509569,34285,30,2010-05-24 13:26:00,15518,United Kingdom
Year 2009-2010,509571,0,1,2010-05-24 13:28:00,,United Kingdom
Year 2009-2010,509572,5992,1,2010-05-24 13:34:00,12431,Australia
Year 2009-2010,509573,30412,15,2010-05-24 13:48:00,14092,United Kingdom
Year 2009-2010,509574,74482,38,2010-05-24 13:50:00,13206,United Kingdom
Year 2009-2010,509575,11905,9,2010-05-24 13:55:00,15173,United Kingdom
Year 2009-2010,509576,35126,11,2010-05-24 13:56:00,14315,United Kingdom
Year 2009-2010,509577,28011,33,2010-05-24 14:17:00,17338,United Kingdom
Year 2009-2010,509578,41650,11,2010-05-24 14:18:00,15681,United Kingdom
Year 2009-2010,509579,16506,11,2010-05-24 14:23:00,13468,United Kingdom
Year 2009-2010,509580,9080,11,2010-05-24 14:28:00,17155,United Kingdom
Year 2009-2010,509581,75278,43,2010-05-24 14:43:00,14909,United Kingdom
Year 2009-2010,509582,20519,14,2010-05-24 14:55:00,13983,United Kingdom
Year 2009-2010,509584,0,1,2010-05-24 15:11:00,,United Kingdom
Year 2009-2010,509585,0,1,2010-05-24 15:12:00,,United Kingdom
Year 2009-2010,509586,0,1,2010-05-24 15:13:00,,United Kingdom
Year 2009-2010,509587,0,1,2010-05-24 15:13:00,,United Kingdom
Year 2009-2010,509588,0,1,2010-05-24 15:16:00,,United Kingdom
Year 2009-2010,509589,0,1,2010-05-24 15:16:00,,United Kingdom
Year 2009-2010,509590,0,1,2010-05-24 15:17:00,,United Kingdom
Year 2009-2010,509591,0,1,2010-05-24 15:19:00,,United Kingdom
Year 2009-2010,509592,0,1,2010-05-24 15:19:00,,United Kingdom
Year 2009-2010,509593,0,1,2010-05-24 15:20:00,,United Kingdom
Year 2009-2010,509594,0,1,2010-05-24 15:21:00,,United Kingdom
Year 2009-2010,509595,59466,11,2010-05-24 15:31:00,17409,United Kingdom
Year 2009-2010,509596,73849,26,2010-05-24 15:32:00,15808,United Kingdom
Year 2009-2010,509597,19290,5,2010-05-24 15:33:00,17409,United Kingdom
Year 2009-2010,509598,27495,12,2010-05-24 15:36:00,17205,United Kingdom
Year 2009-2010,509599,0,1,2010-05-24 15:44:00,,United Kingdom
Year 2009-2010,509600,46970,25,2010-05-24 15:57:00,16075,United Kingdom
Year 2009-2010,509601,33633,38,2010-05-24 16:08:00,13201,United Kingdom
Year 2009-2010,509604,1950,4,2010-05-24 16:43:00,,United Kingdom
Year 2009-2010,509605,1275,1,2010-05-24 16:56:00,,United Kingdom
Year 2009-2010,509606,12425,6,2010-05-24 17:30:00,12773,Portugal
Year 2009-2010,509607,12425,6,2010-05-24 17:34:00,18000,United Kingdom
Year 2009-2010,509609,26150,15,2010-05-25 08:40:00,17412,United Kingdom
Year 2009-2010,509610,42785,23,2010-05-25 08:44:00,16592,United Kingdom
Year 2009-2010,509611,64643,77,2010-05-25 09:03:00,,United Kingdom
Year 2009-2010,509615,77425,50,2010-05-25 09:34:00,12802,Netherlands
Year 2009-2010,509616,3690,2,2010-05-25 09:45:00,15027,United Kingdom
Year 2009-2010,509617,34032,5,2010-05-25 09:45:00,16742,United Kingdom
Year 2009-2010,509618,17905,5,2010-05-25 09:46:00,15027,United Kingdom
Year 2009-2010,509621,64293,38,2010-05-25 09:51:00,15321,United Kingdom
Year 2009-2010,509623,15030,6,2010-05-25 09:52:00,15321,United Kingdom
Year 2009-2010,509625,18020,10,2010-05-25 09:54:00,15321,United Kingdom
Year 2009-2010,509627,62204,34,2010-05-25 09:55:00,12360,Austria
Year 2009-2010,509631,39863,20,2010-05-25 10:14:00,15182,United Kingdom
Year 2009-2010,509634,35016,16,2010-05-25 10:23:00,13324,United Kingdom
Year 2009-2010,509635,39870,26,2010-05-25 10:25:00,17496,United Kingdom
Year 2009-2010,509636,81086,7,2010-05-25 10:39:00,16525,United Kingdom
Year 2009-2010,509637,30515,17,2010-05-25 10:41:00,14422,United Kingdom
Year 2009-2010,509639,7170,3,2010-05-25 10:57:00,14867,United Kingdom
Year 2009-2010,509640,12774,23,2010-05-25 11:04:00,16883,United Kingdom
Year 2009-2010,509641,32640,1,2010-05-25 11:07:00,17230,United Kingdom
Year 2009-2010,509643,0,1,2010-05-25 11:25:00,,United Kingdom
Year 2009-2010,509644,8000,1,2010-05-25 11:28:00,12422,Switzerland
Year 2009-2010,509645,38595,19,2010-05-25 11:35:00,15498,United Kingdom
Year 2009-2010,509646,165,1,2010-05-25 11:35:00,14745,United Kingdom
Year 2009-2010,509647,21510,21,2010-05-25 11:41:00,14527,United Kingdom
Year 2009-2010,509648,39332,22,2010-05-25 11:46:00,16571,United Kingdom
Year 2009-2010,509649,105600,6,2010-05-25 11:50:00,13027,United Kingdom
Year 2009-2010,509656,4510,9,2010-05-25 12:00:00,,United Kingdom
Year 2009-2010,509660,28965,15,2010-05-25 12:01:00,16175,United Kingdom
Year 2009-2010,509668,119635,92,2010-05-25 12:03:00,14049,United Kingdom
Year 2009-2010,509669,1500,1,2010-05-25 12:03:00,17448,United Kingdom
Year 2009-2010,509686,55985,40,2010-05-25 12:09:00,16125,United Kingdom
Year 2009-2010,509700,36168,23,2010-05-25 12:13:00,13989,United Kingdom
Year 2009-2010,509707,170,1,2010-05-25 12:15:00,17961,United Kingdom
Year 2009-2010,509736,0,1,2010-05-25 12:27:00,,United Kingdom
Year 2009-2010,509737,22845,14,2010-05-25 12:38:00,12820,United Kingdom
Year 2009-2010,509738,98465,30,2010-05-25 12:42:00,14680,United Kingdom
Year 2009-2010,509739,37826,23,2010-05-25 12:46:00,13266,United Kingdom
Year 2009-2010,509740,3613,10,2010-05-25 12:47:00,14993,United Kingdom
Year 2009-2010,509741,850,1,2010-05-25 13:08:00,15898,United Kingdom
Year 2009-2010,509742,1605,3,2010-05-25 13:18:00,,United Kingdom
Year 2009-2010,509743,100470,176,2010-05-25 13:21:00,17841,United Kingdom
Year 2009-2010,509745,12581,47,2010-05-25 13:32:00,17920,United Kingdom
Year 2009-2010,509746,47893,10,2010-05-25 13:39:00,17677,United Kingdom
Year 2009-2010,509747,3570,1,2010-05-25 13:44:00,14060,United Kingdom
Year 2009-2010,509748,42624,28,2010-05-25 13:51:00,15217,United Kingdom
